0.086547,0.121389,0.158376,1.97214,0.282258,1.01545,515,505,1890,1893
0.082246,0.117027,-0.0862017,0.778221,-0.530134,-0.197283,511,489,1912,1939
0.082224,0.112377,-0.0352638,-0.348395,0.342206,-0.667288,513,498,1900,1779
0.081702,0.112248,0.327187,0.0538155,-0.518948,-0.684266,518,500,1890,1858
0.083969,0.122549,0.0223,-0.327321,-0.581004,-0.816948,510,514,2005,1846
0.081474,0.113283,-0.0671281,0.42859,-0.219555,-0.773225,524,495,2027,1864
0.081425,0.111949,0.182675,0.031153,-0.70254,-0.932804,517,506,1948,1876
0.080674,0.122514,-0.194516,-0.323098,-0.478917,-0.850717,510,498,1888,1824
0.081144,0.111971,-0.0891285,-0.178918,-0.800625,-0.367955,508,514,1795,1912
0.082126,0.112154,0.154577,-0.259802,0.399606,-0.753988,518,500,1869,1885
0.081113,0.111285,-0.290065,-0.15565,0.95635,1.08305,514,501,1884,1802
0.081573,0.111082,-0.363148,-0.0583309,-0.808704,-0.887334,520,476,1882,1843
0.081845,0.111834,0.408083,-0.441119,0.360095,-0.714638,514,504,2026,1819
0.09199,0.111604,-0.0814524,-0.285828,-0.367413,-0.795879,507,502,1970,1892
0.081186,0.112436,-0.271232,-0.160086,1.1446,-0.744494,521,506,2000,1807
0.083067,0.11136,0.778101,-0.170123,3.03144,-0.952497,504,491,2004,1797
0.092044,0.115115,-0.138917,-0.260974,-0.681742,-0.563363,511,474,1941,1702
0.081503,0.112034,-0.294112,-0.144225,-0.918528,-0.948245,521,498,2012,1921
0.081474,0.12173,-0.198432,-0.199952,-0.0457866,-0.711172,506,491,1899,1799
0.082022,0.112412,-0.0331478,-0.0717474,0.115965,-0.753477,518,494,1913,1917
0.081156,0.111317,-0.303921,0.264649,-0.266731,-0.911254,517,490,1956,1796
0.081501,0.125031,-0.0487268,-0.261195,3.825,-0.822944,519,506,1887,1832
0.081079,0.111568,0.214115,0.134951,-0.436153,0.862017,512,484,1806,1873
0.082034,0.113205,-0.200867,-0.18726,0.0291311,-0.882024,527,482,1883,1715
0.082312,0.12416,0.557674,1.42261,17.7938,17.585,521,509,1956,1860
0.082211,0.111689,-0.222994,-0.413209,-0.902484,-0.913869,513,508,1880,1870
0.08227,0.112425,-0.163617,0.00403937,-0.714422,0.132287,518,493,1975,1811
0.09194,0.115929,-0.00797031,-0.273438,-0.757376,-0.776631,505,488,1857,1914
0.082388,0.112351,-0.203763,0.883062,-0.233833,-0.472931,524,493,1921,1904
0.082857,0.111852,0.499114,0.786399,0.888173,0.838505,510,503,2019,1811
0.092103,0.111743,0.34022,1.18758,-0.65626,-0.28095,499,504,1887,1831
0.081476,0.112065,-0.175962,-0.11226,0.113848,-0.62598,503,503,1895,1890
