52.2158,46.2311,-0.00278508,-0.0652308,-0.00105391,-0.0881432,4947,4887,32628,32444
51.3969,50.3277,0.0295291,-0.0164123,0.0435515,-0.0449549,4910,4832,32091,31880
52.7964,48.7213,-0.067433,0.0461093,-0.060609,0.147099,4887,4860,31473,32256
47.4464,47.0402,-0.0363633,-0.0405397,-0.106139,-0.108821,4869,4917,32390,32473
52.9349,51.2048,0.0587923,0.0317318,0.149868,0.0812774,4885,4828,32528,32256
51.076,53.137,0.0592769,0.0466571,0.146598,0.0366955,4866,4934,32278,32358
46.7014,52.9968,-0.0623427,0.0394982,-0.0865166,0.0307807,4850,4943,32482,32625
50.7712,52.2865,-0.0732489,0.027696,-0.0937842,0.0968899,4866,4894,31708,32614
49.2807,49.0919,-0.0213192,-0.052286,-0.0250521,-0.059377,4928,4896,32301,32406
51.7999,51.2863,-0.0195351,0.0727021,-0.0577645,0.0850558,4868,4893,32396,32052
49.7593,53.8326,0.0257226,0.0479586,0.0545083,0.0744439,4884,4941,32282,32166
49.5183,51.799,-0.0226722,0.0149018,-0.0641989,0.0104643,4922,4885,32540,32565
46.8801,43.8916,0.0455262,-0.0877188,0.0718753,-0.115677,4862,4907,31731,31563
47.0795,51.9828,-0.056749,0.0419533,-0.027598,0.0796568,4927,4903,32589,32344
54.2182,51.1201,0.113056,0.0478889,0.234998,0.114931,4889,4950,32729,32539
48.3898,46.227,0.0734737,-0.0813559,0.0592724,-0.112438,4886,4869,32088,31878
48.9484,49.4882,0.00643443,-0.036675,0.0835002,-0.0621669,4883,4957,32239,31963
48.9287,53.3703,-0.00105935,0.132427,0.0279353,0.200997,4936,4794,32358,32403
53.6549,50.8449,0.129434,-0.0375982,0.226095,-0.105234,4937,4939,32312,32512
52.3859,46.6129,0.059823,-0.101987,0.0831552,-0.184221,4880,4925,32332,31979
52.2748,41.9346,0.0514099,-0.161991,0.099376,-0.244694,4950,4962,32429,31967
54.991,48.6447,0.0645441,-0.0375282,0.0418336,-0.0828296,4844,4845,32731,32070
45.4427,52.5278,-0.109457,0.00684675,-0.187419,0.00225021,4893,4889,31452,32335
50.0832,50.9771,0.0256195,0.0747752,0.0398144,0.114819,4945,4910,32563,32739
48.2962,53.2101,0.00859225,0.104556,-0.0163841,0.157482,4868,4904,32142,32604
44.716,50.6506,-0.0848045,0.00655273,-0.199534,0.0257332,4918,4866,31938,32200
47.3679,54.7896,-0.0828963,0.0881468,-0.15443,0.108779,4956,4913,32168,32576
46.749,51.7233,-0.0686249,-0.00988842,-0.145196,0.0487911,4954,4899,32417,32419
49.6812,48.3106,-0.000754396,-0.0249542,0.0132147,0.00306202,4894,4909,32489,32598
56.2033,49.2987,0.0830732,-0.0170563,0.231794,-0.0179445,4912,4932,32577,32717
47.3246,48.0988,-0.0183484,-0.0297461,0.0149862,-0.0236045,4912,4883,31854,32395
49.153,49.6243,-0.0431788,-0.0652439,-0.0591905,-0.0964923,4914,4868,32265,31869
53.6607,51.1537,0.110976,-0.00632924,0.184313,-0.0201748,4889,4887,32600,32200
47.5797,49.7182,-0.070434,-0.015027,-0.108673,0.0178575,4928,4958,32090,32174
50.2053,50.2908,0.0203133,-0.0345457,-0.00495488,-0.0358282,4941,4935,32421,32562
48.661,54.7945,-0.00749813,0.00153501,-0.0345725,0.0545192,4873,4950,32534,32658
54.5072,52.4912,0.051077,0.00117503,0.118708,0.0290543,4920,4778,32673,32731
51.059,50.2444,0.0978314,-0.020115,0.128557,-0.0747444,4855,4945,31940,32145
52.295,52.7568,0.0332097,0.035236,-0.00940158,0.054634,4917,4921,32505,32083
49.5932,51.9351,-0.031674,0.0305343,-0.0683818,0.0287377,4931,4897,31874,31905
49.1622,53.6377,-0.0289122,0.0395779,-0.083076,0.0191575,4850,4901,31787,32077
46.9586,50.5557,-0.0694364,0.0646799,-0.100782,0.170955,4950,4824,32111,31854
53.5655,54.5425,0.0438982,0.110523,0.0671261,0.156447,4825,4956,32142,32542
52.2177,46.4872,0.0613431,0.0205098,0.09668,0.0383013,4897,4867,32751,31672
49.2408,48.1519,-0.0346213,-0.0224655,-0.0537604,-0.0431941,4888,4891,32065,32007
52.703,52.692,-0.00516164,0.0660469,-0.055255,0.136846,4929,4844,32355,32286
49.3312,47.2494,-0.0654989,-0.0270114,-0.0811091,-0.0212638,4932,4940,32472,31878
50.6777,50.0365,0.00590602,-0.0405267,-0.0762115,-0.0392968,4936,4935,32287,32508
49.8085,46.8081,0.0446884,0.0441575,0.0671187,0.0646709,4898,4905,32501,32543
52.51,53.9862,-0.00336124,0.11204,-0.0444436,0.137433,4916,4911,32499,32406
49.0217,48.8208,-0.00579304,0.0175863,-0.0389158,-0.00650956,4893,4827,32424,32411
48.4617,52.5335,-0.0350868,-0.0385097,-0.00557126,-0.030163,4936,4852,32081,32425
51.7923,50.9135,-0.0282014,0.0817243,-0.00679603,0.118877,4906,4816,32156,32118
52.0429,48.189,0.040942,-0.06181,0.0414507,-0.077525,4902,4928,32394,32248
51.8913,51.3023,-0.0251755,0.0745282,0.0263734,0.0279432,4943,4847,31567,31874
51.8055,54.9408,0.0192775,0.125368,0.00597902,0.198024,4937,4838,32163,32501
45.696,50.0037,-0.0693405,-0.0297573,-0.101069,-0.0706529,4959,4827,32510,32595
